ID_Envio,Fecha_Despacho,Comuna_Destino,Distancia_KM,Tiempo_Prometido_Hrs,Tiempo_Real_Hrs,Estado_Entrega,Motivo_Falla,Tipo_Vehiculo,Costo_Envio_CLP
ENV-2026-00757,2026-08-17 11:04:00,Quilicura,33.5,48.0,68.9,Fallido,Cliente Ausente,Furgón 1.5T,8400.0
ENV-2026-00758,2026-07-08 05:59:00,Pudahuel,17.8,48.0,33.5,Entregado a Tiempo,Sin Falla,Motocicleta,5800.0
ENV-2026-00759,2026-07-23 07:25:00,Puente Alto,26.3,12.0,11.1,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6900.0
ENV-2026-00760,2026-07-19 13:00:00,Las Condes,33.7,48.0,28.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8400.0
ENV-2026-00761,2026-08-02 04:22:00,San Bernardo,14.9,24.0,22.9,Entregado a Tiempo,Sin Falla,Motocicleta,5600.0
ENV-2026-00762,2026-08-20 06:45:00,Las Condes,25.8,24.0,18.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6700.0
ENV-2026-00763,2026-08-20 10:46:00,Las Condes,14.4,24.0,19.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00764,2026-08-28 10:44:00,San Bernardo,10.0,48.0,57.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,4800.0
ENV-2026-00765,2026-07-30 13:54:00,La Florida,5.2,24.0,16.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3700.0
ENV-2026-00766,2026-07-27 07:20:00,San Bernardo,4.8,24.0,19.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3800.0
ENV-2026-00767,2026-08-24 17:05:00,Las Condes,11.0,24.0,34.6,Fallido,Zona Inaccesible,Furgón 1.5T,4900.0
ENV-2026-00768,2026-07-20 12:46:00,Pudahuel,26.1,12.0,11.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6900.0
ENV-2026-00769,2026-07-25 03:27:00,Maipú,28.2,12.0,9.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7200.0
ENV-2026-00770,2026-07-05 11:46:00,Puente Alto,21.2,24.0,37.9,Fallido,Dirección Incorrecta,Motocicleta,6500.0
ENV-2026-00771,2026-08-23 23:06:00,San Bernardo,5.1,12.0,12.7,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,3700.0
ENV-2026-00772,2026-08-27 21:11:00,Maipú,3.8,24.0,26.3,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,3600.0
ENV-2026-00773,2026-08-09 23:22:00,Santiago,4.4,24.0,46.6,Fallido,Cliente Ausente,Motocicleta,3900.0
ENV-2026-00774,2026-08-02 16:23:00,Santiago,31.7,48.0,39.5,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8100.0
ENV-2026-00775,2026-08-15 04:57:00,Maipú,30.6,24.0,17.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8100.0
ENV-2026-00776,2026-07-26 23:23:00,San Bernardo,25.9,24.0,41.0,Fallido,Dirección Incorrecta,Camión 3.5T,7100.0
ENV-2026-00777,2026-07-05 07:39:00,Pudahuel,9.7,48.0,106.2,Fallido,Tráfico/Congestión,Furgón 1.5T,4300.0
ENV-2026-00778,2026-08-12 00:43:00,Maipú,16.5,12.0,11.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-00779,2026-07-10 10:33:00,Puente Alto,33.0,12.0,13.3,Entregado con Atraso,Tráfico/Congestión,Motocicleta,8400.0
ENV-2026-00780,2026-08-17 15:12:00,Santiago,21.7,24.0,38.8,Fallido,Dirección Incorrecta,Furgón 1.5T,6200.0
ENV-2026-00781,2026-08-23 03:18:00,San Bernardo,30.8,24.0,18.2,Entregado a Tiempo,Sin Falla,Motocicleta,7900.0
ENV-2026-00782,2026-07-04 01:15:00,Puente Alto,8.5,12.0,13.4,Entregado con Atraso,Tráfico/Congestión,Motocicleta,4700.0
ENV-2026-00783,2026-08-19 18:23:00,Quilicura,14.1,24.0,16.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5500.0
ENV-2026-00784,2026-07-20 23:05:00,Santiago,5.9,12.0,16.6,Fallido,Cliente Ausente,Motocicleta,4100.0
ENV-2026-00785,2026-08-29 03:49:00,San Bernardo,30.1,12.0,13.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7400.0
ENV-2026-00786,2026-08-11 21:44:00,Puente Alto,5.2,12.0,7.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3700.0
ENV-2026-00787,2026-07-17 19:47:00,San Bernardo,19.0,12.0,21.6,Fallido,Cliente Ausente,Furgón 1.5T,5800.0
ENV-2026-00788,2026-07-13 17:11:00,La Florida,11.5,24.0,13.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5000.0
ENV-2026-00789,2026-07-23 08:15:00,Puente Alto,20.0,12.0,24.6,Fallido,Cliente Ausente,Furgón 1.5T,6400.0
ENV-2026-00790,2026-07-25 09:28:00,Las Condes,28.2,24.0,17.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7500.0
ENV-2026-00791,2026-08-17 21:47:00,Santiago,6.3,12.0,8.3,Entregado a Tiempo,Sin Falla,Camión 3.5T,4300.0
ENV-2026-00792,2026-08-22 18:27:00,San Bernardo,6.5,12.0,6.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4200.0
ENV-2026-00793,2026-08-15 07:37:00,Pudahuel,24.6,24.0,15.1,Entregado a Tiempo,Sin Falla,Motocicleta,6700.0
ENV-2026-00794,2026-07-04 08:06:00,San Bernardo,34.8,24.0,35.3,Fallido,Zona Inaccesible,Furgón 1.5T,8100.0
ENV-2026-00795,2026-07-26 01:27:00,Pudahuel,27.3,12.0,13.8,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,7500.0
ENV-2026-00796,2026-08-27 18:13:00,La Florida,29.2,48.0,43.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7700.0
ENV-2026-00797,2026-07-28 03:12:00,Pudahuel,16.6,48.0,41.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5600.0
ENV-2026-00798,2026-08-18 10:46:00,San Bernardo,5.6,24.0,23.6,Entregado a Tiempo,Sin Falla,Motocicleta,4300.0
ENV-2026-00799,2026-08-09 08:09:00,Puente Alto,12.2,12.0,29.6,Fallido,Dirección Incorrecta,Furgón Eléctrico,5000.0
ENV-2026-00800,2026-07-28 10:45:00,Quilicura,22.3,12.0,11.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6600.0
ENV-2026-00801,2026-07-01 05:44:00,Las Condes,15.2,24.0,20.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5200.0
ENV-2026-00802,2026-07-02 16:06:00,San Bernardo,10.7,24.0,23.3,Entregado a Tiempo,Sin Falla,Motocicleta,4600.0
ENV-2026-00803,2026-07-05 16:02:00,Santiago,22.9,24.0,28.0,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6900.0
ENV-2026-00804,2026-07-27 18:50:00,Quilicura,4.0,12.0,20.7,Fallido,Dirección Incorrecta,Motocicleta,3400.0
ENV-2026-00805,2026-08-17 18:48:00,Maipú,21.5,48.0,44.2,Entregado a Tiempo,Sin Falla,Motocicleta,6300.0
ENV-2026-00806,2026-07-03 04:47:00,Santiago,27.5,24.0,11.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7200.0
ENV-2026-00807,2026-07-24 02:03:00,San Bernardo,13.7,24.0,41.2,Fallido,Cliente Ausente,Furgón 1.5T,5200.0
ENV-2026-00808,2026-07-12 20:11:00,La Florida,14.3,24.0,16.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5200.0
ENV-2026-00809,2026-08-08 20:01:00,Maipú,18.6,12.0,11.6,Entregado a Tiempo,Sin Falla,Motocicleta,5700.0
ENV-2026-00810,2026-07-20 21:24:00,Maipú,17.2,48.0,23.3,Entregado a Tiempo,Sin Falla,Motocicleta,5700.0
ENV-2026-00811,2026-07-08 00:12:00,Santiago,21.0,48.0,38.9,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6000.0
ENV-2026-00812,2026-07-28 13:46:00,La Florida,26.3,24.0,12.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-00813,2026-07-07 15:30:00,Santiago,21.1,12.0,9.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6200.0
ENV-2026-00814,2026-08-11 09:39:00,Las Condes,26.6,12.0,7.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-00815,2026-08-08 22:50:00,Las Condes,33.4,24.0,12.1,Entregado a Tiempo,Sin Falla,Motocicleta,8200.0
ENV-2026-00816,2026-08-21 21:25:00,Pudahuel,28.8,24.0,35.9,Fallido,Cliente Ausente,Furgón 1.5T,7700.0
ENV-2026-00817,2026-08-05 17:20:00,San Bernardo,13.0,24.0,25.6,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5200.0
ENV-2026-00818,2026-08-15 11:27:00,Santiago,21.5,12.0,7.9,Entregado a Tiempo,Sin Falla,Motocicleta,6600.0
ENV-2026-00819,2026-07-14 02:49:00,San Bernardo,23.4,48.0,51.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6400.0
ENV-2026-00820,2026-08-06 04:19:00,Maipú,33.6,12.0,11.6,Entregado a Tiempo,Sin Falla,Motocicleta,7900.0
ENV-2026-00821,2026-08-23 17:57:00,Santiago,30.3,24.0,22.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7900.0
ENV-2026-00822,2026-07-15 14:31:00,San Bernardo,25.4,48.0,95.5,Fallido,Tráfico/Congestión,Furgón 1.5T,7100.0
ENV-2026-00823,2026-08-03 13:51:00,Las Condes,3.5,48.0,47.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,3400.0
ENV-2026-00824,2026-07-26 13:51:00,San Bernardo,23.1,48.0,58.1,Entregado con Atraso,Cliente Ausente,Camión 3.5T,6600.0
ENV-2026-00825,2026-07-22 13:14:00,Santiago,27.4,24.0,21.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7200.0
ENV-2026-00826,2026-07-02 04:09:00,Quilicura,17.6,24.0,35.4,Fallido,Zona Inaccesible,Furgón 1.5T,6000.0
ENV-2026-00827,2026-08-12 20:04:00,Pudahuel,30.4,48.0,26.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7500.0
ENV-2026-00828,2026-07-12 07:36:00,Puente Alto,10.7,24.0,13.9,Entregado a Tiempo,Sin Falla,Motocicleta,4600.0
ENV-2026-00829,2026-08-09 07:24:00,Puente Alto,9.3,24.0,14.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4300.0
ENV-2026-00830,2026-07-25 02:24:00,Maipú,23.0,48.0,73.1,Fallido,Cliente Ausente,Motocicleta,6600.0
ENV-2026-00831,2026-08-12 20:11:00,Maipú,11.7,24.0,19.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5000.0
ENV-2026-00832,2026-07-02 19:53:00,Santiago,31.0,24.0,11.2,Entregado a Tiempo,Sin Falla,Motocicleta,8000.0
ENV-2026-00833,2026-07-14 23:12:00,Las Condes,3.9,24.0,25.6,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,3400.0
ENV-2026-00834,2026-08-27 17:16:00,Santiago,34.2,24.0,34.9,Fallido,Cliente Ausente,Motocicleta,8500.0
ENV-2026-00835,2026-08-16 13:05:00,San Bernardo,15.7,12.0,7.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,5200.0
ENV-2026-00836,2026-08-02 23:02:00,Pudahuel,32.6,12.0,21.6,Fallido,Tráfico/Congestión,Furgón 1.5T,8000.0
ENV-2026-00837,2026-07-04 14:54:00,Maipú,33.7,24.0,24.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8300.0
ENV-2026-00838,2026-07-10 05:02:00,Quilicura,16.8,12.0,16.8,Fallido,Dirección Incorrecta,Furgón Eléctrico,5400.0
ENV-2026-00839,2026-08-20 14:22:00,San Bernardo,13.4,48.0,20.4,Entregado a Tiempo,Sin Falla,Motocicleta,5200.0
ENV-2026-00840,2026-07-14 02:02:00,Las Condes,12.8,48.0,34.5,Entregado a Tiempo,Sin Falla,Camión 3.5T,5000.0
ENV-2026-00841,2026-07-05 11:23:00,Las Condes,6.0,24.0,35.7,Fallido,Dirección Incorrecta,Furgón 1.5T,3700.0
ENV-2026-00842,2026-07-12 23:16:00,Santiago,14.4,24.0,23.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5000.0
ENV-2026-00843,2026-07-03 06:18:00,Maipú,22.3,48.0,45.5,Entregado a Tiempo,Sin Falla,Motocicleta,6500.0
ENV-2026-00844,2026-08-03 15:07:00,Santiago,30.8,48.0,51.8,Entregado con Atraso,Cliente Ausente,Motocicleta,8000.0
ENV-2026-00845,2026-07-29 02:32:00,Las Condes,15.8,24.0,23.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5200.0
ENV-2026-00846,2026-08-12 08:05:00,Quilicura,28.0,24.0,19.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7100.0
ENV-2026-00847,2026-07-29 21:12:00,San Bernardo,24.3,24.0,18.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,6500.0
ENV-2026-00848,2026-08-23 04:08:00,Quilicura,3.9,48.0,34.9,Entregado a Tiempo,Sin Falla,Motocicleta,3700.0
ENV-2026-00849,2026-07-08 15:20:00,Pudahuel,22.3,48.0,58.1,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,6400.0
ENV-2026-00850,2026-07-04 17:16:00,Las Condes,30.5,12.0,5.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7400.0
ENV-2026-00851,2026-07-04 15:57:00,Pudahuel,8.0,24.0,29.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4400.0
ENV-2026-00852,2026-07-13 06:23:00,San Bernardo,22.3,24.0,37.2,Fallido,Zona Inaccesible,Motocicleta,6500.0
ENV-2026-00853,2026-08-25 10:08:00,Quilicura,12.5,12.0,10.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4900.0
ENV-2026-00854,2026-08-10 02:24:00,San Bernardo,5.5,24.0,29.0,Entregado con Atraso,Cliente Ausente,Motocicleta,3900.0
ENV-2026-00855,2026-07-03 16:18:00,Santiago,32.9,24.0,18.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,8200.0
ENV-2026-00856,2026-08-12 01:53:00,Quilicura,5.9,24.0,16.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3800.0
ENV-2026-00857,2026-08-05 09:12:00,San Bernardo,25.8,12.0,14.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7200.0
ENV-2026-00858,2026-08-14 08:36:00,Las Condes,32.4,48.0,110.6,Fallido,Dirección Incorrecta,Furgón 1.5T,7900.0
ENV-2026-00859,2026-07-12 16:17:00,Las Condes,3.8,12.0,11.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,3600.0
ENV-2026-00860,2026-08-13 05:43:00,Puente Alto,14.9,12.0,10.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5200.0
ENV-2026-00861,2026-07-24 01:30:00,Puente Alto,15.8,24.0,25.2,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5600.0
ENV-2026-00862,2026-08-09 20:48:00,San Bernardo,10.2,24.0,15.9,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4700.0
ENV-2026-00863,2026-07-18 12:52:00,Quilicura,6.6,12.0,25.5,Fallido,Cliente Ausente,Furgón Eléctrico,4100.0
ENV-2026-00864,2026-07-31 17:46:00,Puente Alto,24.0,48.0,67.0,Fallido,Tráfico/Congestión,Furgón 1.5T,6800.0
ENV-2026-00865,2026-07-24 02:02:00,La Florida,31.6,48.0,34.7,Entregado a Tiempo,Sin Falla,Motocicleta,8000.0
ENV-2026-00866,2026-07-30 13:39:00,Maipú,8.3,24.0,23.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4200.0
ENV-2026-00867,2026-07-23 05:13:00,Quilicura,10.0,24.0,25.1,Entregado con Atraso,Tráfico/Congestión,Motocicleta,4800.0
ENV-2026-00868,2026-07-19 05:16:00,La Florida,12.7,48.0,66.1,Fallido,Cliente Ausente,Furgón Eléctrico,4900.0
ENV-2026-00869,2026-07-12 23:48:00,Pudahuel,17.2,24.0,17.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5800.0
ENV-2026-00870,2026-07-18 13:47:00,San Bernardo,18.5,24.0,33.7,Fallido,Cliente Ausente,Camión 3.5T,6200.0
ENV-2026-00871,2026-08-09 03:41:00,San Bernardo,22.2,24.0,25.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6700.0
ENV-2026-00872,2026-07-15 07:59:00,Puente Alto,24.6,24.0,42.7,Fallido,Cliente Ausente,Furgón Eléctrico,7000.0
ENV-2026-00873,2026-08-22 09:25:00,Santiago,27.2,12.0,10.1,Entregado a Tiempo,Sin Falla,Motocicleta,7100.0
ENV-2026-00874,2026-07-13 00:59:00,Santiago,27.0,24.0,29.2,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6900.0
ENV-2026-00875,2026-08-22 01:01:00,Pudahuel,18.5,48.0,30.3,Entregado a Tiempo,Sin Falla,Camión 3.5T,6200.0
ENV-2026-00876,2026-08-24 02:30:00,La Florida,25.5,24.0,42.8,Fallido,Dirección Incorrecta,Furgón Eléctrico,7000.0
ENV-2026-00877,2026-08-08 16:43:00,Quilicura,17.3,24.0,13.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5600.0
ENV-2026-00878,2026-08-20 15:18:00,Las Condes,16.8,24.0,27.9,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5500.0
ENV-2026-00879,2026-07-12 04:28:00,Puente Alto,19.8,12.0,10.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6200.0
ENV-2026-00880,2026-08-25 04:08:00,San Bernardo,4.3,24.0,16.1,Entregado a Tiempo,Sin Falla,Motocicleta,3500.0
ENV-2026-00881,2026-08-26 22:18:00,Santiago,24.0,24.0,29.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6900.0
ENV-2026-00882,2026-07-24 17:14:00,La Florida,9.7,48.0,89.8,Fallido,Cliente Ausente,Furgón 1.5T,4300.0
ENV-2026-00883,2026-07-19 10:26:00,San Bernardo,21.1,48.0,55.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6500.0
ENV-2026-00884,2026-07-16 21:38:00,La Florida,23.0,24.0,34.9,Fallido,Cliente Ausente,Furgón Eléctrico,6900.0
ENV-2026-00885,2026-08-18 19:15:00,Pudahuel,15.8,24.0,12.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5800.0
ENV-2026-00886,2026-08-22 13:28:00,Puente Alto,26.6,12.0,12.7,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,7500.0
ENV-2026-00887,2026-07-28 18:17:00,Quilicura,9.1,24.0,24.8,Entregado con Atraso,Tráfico/Congestión,Motocicleta,4600.0
ENV-2026-00888,2026-08-09 07:18:00,Las Condes,29.4,24.0,15.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7900.0
ENV-2026-00889,2026-07-15 18:07:00,Las Condes,7.9,24.0,52.6,Fallido,Dirección Incorrecta,Furgón 1.5T,4200.0
ENV-2026-00890,2026-07-13 22:27:00,San Bernardo,4.4,24.0,18.3,Entregado a Tiempo,Sin Falla,Motocicleta,4000.0
ENV-2026-00891,2026-08-10 00:43:00,Pudahuel,28.5,24.0,23.2,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7300.0
ENV-2026-00892,2026-07-30 00:26:00,Pudahuel,29.9,12.0,10.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7800.0
ENV-2026-00893,2026-08-19 21:42:00,Puente Alto,27.9,24.0,20.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7100.0
ENV-2026-00894,2026-07-30 10:54:00,Pudahuel,7.3,24.0,18.8,Entregado a Tiempo,Sin Falla,Motocicleta,4200.0
ENV-2026-00895,2026-07-26 03:28:00,La Florida,10.1,24.0,22.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4600.0
ENV-2026-00896,2026-07-26 21:45:00,Puente Alto,32.9,48.0,29.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-00897,2026-08-19 05:52:00,San Bernardo,23.9,48.0,25.8,Entregado a Tiempo,Sin Falla,Camión 3.5T,6500.0
ENV-2026-00898,2026-08-04 06:03:00,Pudahuel,33.6,12.0,8.2,Entregado a Tiempo,Sin Falla,Motocicleta,7900.0
ENV-2026-00899,2026-07-31 15:57:00,Santiago,24.0,24.0,25.6,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6500.0
ENV-2026-00900,2026-08-26 07:18:00,Maipú,10.2,24.0,9.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4400.0
ENV-2026-00901,2026-07-19 12:23:00,Pudahuel,21.3,12.0,6.6,Entregado a Tiempo,Sin Falla,Camión 3.5T,6300.0
ENV-2026-00902,2026-07-11 05:13:00,San Bernardo,34.0,24.0,19.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8300.0
ENV-2026-00903,2026-08-12 16:41:00,Puente Alto,14.9,12.0,11.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-00904,2026-07-22 21:25:00,San Bernardo,26.8,24.0,36.9,Fallido,Cliente Ausente,Furgón Eléctrico,7300.0
ENV-2026-00905,2026-08-29 03:33:00,Pudahuel,31.7,24.0,45.2,Fallido,Dirección Incorrecta,Furgón Eléctrico,7900.0
ENV-2026-00906,2026-07-02 16:51:00,La Florida,9.4,24.0,20.1,Entregado a Tiempo,Sin Falla,Motocicleta,4300.0
ENV-2026-00907,2026-07-25 05:23:00,Pudahuel,31.2,12.0,13.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7900.0
ENV-2026-00908,2026-07-21 12:13:00,Pudahuel,10.8,24.0,22.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4700.0
ENV-2026-00909,2026-07-27 07:18:00,Santiago,28.9,48.0,53.5,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,7800.0
ENV-2026-00910,2026-08-04 23:08:00,Pudahuel,33.9,48.0,48.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8400.0
ENV-2026-00911,2026-07-10 08:04:00,La Florida,20.4,12.0,10.0,Entregado a Tiempo,Sin Falla,Motocicleta,6500.0
ENV-2026-00912,2026-07-03 04:00:00,Puente Alto,20.7,48.0,42.5,Entregado a Tiempo,Sin Falla,Motocicleta,6300.0
ENV-2026-00913,2026-07-31 08:48:00,Puente Alto,31.2,24.0,19.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-00914,2026-08-01 23:54:00,Santiago,10.7,24.0,11.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4600.0
ENV-2026-00915,2026-07-12 07:42:00,Santiago,10.9,24.0,29.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4700.0
ENV-2026-00916,2026-08-23 01:04:00,La Florida,17.2,24.0,30.3,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,5700.0
ENV-2026-00917,2026-08-24 12:35:00,Pudahuel,29.5,24.0,20.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7700.0
ENV-2026-00918,2026-08-16 16:23:00,Maipú,27.1,12.0,13.8,Entregado con Atraso,Cliente Ausente,Camión 3.5T,7300.0
ENV-2026-00919,2026-07-25 04:01:00,Pudahuel,17.5,24.0,20.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6100.0
ENV-2026-00920,2026-07-09 01:07:00,Maipú,24.3,24.0,17.2,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7000.0
ENV-2026-00921,2026-07-16 23:40:00,San Bernardo,33.5,24.0,16.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7800.0
ENV-2026-00922,2026-07-31 12:52:00,Santiago,20.6,48.0,46.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,6000.0
ENV-2026-00923,2026-07-15 14:57:00,La Florida,29.6,24.0,14.4,Entregado a Tiempo,Sin Falla,Motocicleta,7800.0
ENV-2026-00924,2026-08-21 02:22:00,La Florida,14.5,48.0,43.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00925,2026-07-24 12:58:00,Pudahuel,24.9,12.0,8.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7100.0
ENV-2026-00926,2026-07-08 15:29:00,La Florida,32.1,24.0,20.3,Entregado a Tiempo,Sin Falla,Motocicleta,8200.0
ENV-2026-00927,2026-07-08 13:33:00,Santiago,20.5,48.0,49.4,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5900.0
ENV-2026-00928,2026-07-19 06:08:00,La Florida,3.2,24.0,20.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3400.0
ENV-2026-00929,2026-08-02 00:31:00,Quilicura,24.4,24.0,20.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6700.0
ENV-2026-00930,2026-08-13 05:17:00,San Bernardo,27.4,24.0,43.5,Fallido,Cliente Ausente,Motocicleta,7100.0
ENV-2026-00931,2026-08-21 06:49:00,Puente Alto,12.7,12.0,11.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,5100.0
ENV-2026-00932,2026-07-25 08:26:00,Las Condes,3.0,24.0,15.9,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,3500.0
ENV-2026-00933,2026-08-23 01:06:00,San Bernardo,28.7,24.0,12.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7700.0
ENV-2026-00934,2026-07-17 07:55:00,Las Condes,10.2,24.0,34.1,Fallido,Cliente Ausente,Furgón 1.5T,4600.0
ENV-2026-00935,2026-07-07 01:44:00,Puente Alto,15.9,24.0,11.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5200.0
ENV-2026-00936,2026-08-29 22:27:00,Las Condes,11.9,48.0,63.8,Fallido,Dirección Incorrecta,Motocicleta,5000.0
ENV-2026-00937,2026-08-12 16:30:00,Puente Alto,15.2,12.0,12.3,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5700.0
ENV-2026-00938,2026-08-04 16:15:00,Pudahuel,28.0,24.0,25.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7000.0
ENV-2026-00939,2026-07-23 20:06:00,Maipú,33.4,12.0,16.0,Fallido,Cliente Ausente,Furgón Eléctrico,8300.0
ENV-2026-00940,2026-07-17 01:55:00,Las Condes,29.9,24.0,33.5,Fallido,Cliente Ausente,Motocicleta,7800.0
ENV-2026-00941,2026-08-29 12:36:00,Las Condes,24.5,48.0,27.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-00942,2026-07-05 12:58:00,La Florida,15.6,12.0,20.9,Fallido,Cliente Ausente,Camión 3.5T,5200.0
ENV-2026-00943,2026-07-30 11:35:00,Las Condes,33.5,24.0,34.5,Fallido,Tráfico/Congestión,Furgón 1.5T,8000.0
ENV-2026-00944,2026-08-20 06:04:00,La Florida,29.4,24.0,16.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-00945,2026-08-27 11:36:00,Maipú,13.3,24.0,20.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5300.0
